Incident ID,Description,Category,Priority,Timestamp,Location,Reporter Role
IT-01259,The internet is down in the main office.,Network Issues,Low,2024-08-04 03:00:00,HQ,IT Staff
IT-01260,Printer showing paper jam error.,Hardware Failures,High,2024-05-27 03:00:00,HQ,IT Staff
IT-01261,Database queries are timing out.,Performance Degradation,Medium,2024-09-14 05:00:00,Remote,Employee
IT-01262,Phishing email reported by multiple employees.,Security Incidents,Medium,2024-07-21 15:00:00,Remote,IT Staff
IT-01263,The CRM system is freezing frequently.,Software Bugs,High,2024-10-08 07:00:00,Remote,Manager
IT-01264,Incorrect DNS settings causing issues.,Configuration Errors,Critical,2024-12-05 09:00:00,Branch Office,Employee
IT-01265,Antivirus flagged malware on the server.,Security Incidents,Low,2024-09-17 23:00:00,HQ,Employee
IT-01266,Printer showing paper jam error.,Hardware Failures,High,2024-11-16 18:00:00,HQ,Employee
IT-01267,Detected unauthorized login attempt.,Security Incidents,Medium,2024-05-27 16:00:00,Remote,Manager
IT-01268,Permission denied error for accessing shared drive.,Data Access Issues,Medium,2024-11-24 07:00:00,Branch Office,IT Staff
IT-01269,The CRM system is freezing frequently.,Software Bugs,High,2024-01-01 23:00:00,Remote,IT Staff
IT-01270,Email server configuration mismatch.,Configuration Errors,Low,2024-06-19 21:00:00,Branch Office,IT Staff
IT-01271,Cannot retrieve records from the database.,Data Access Issues,Medium,2024-05-17 18:00:00,Remote,Manager
IT-01272,Antivirus flagged malware on the server.,Security Incidents,Low,2024-08-10 19:00:00,Remote,IT Staff
IT-01273,Error 500 displayed on the portal.,Software Bugs,Medium,2024-11-06 03:00:00,Remote,Manager
IT-01274,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-03-10 16:00:00,HQ,IT Staff
IT-01275,Phishing email reported by multiple employees.,Security Incidents,Low,2024-11-21 11:00:00,HQ,Employee
IT-01276,Detected unauthorized login attempt.,Security Incidents,High,2024-04-07 21:00:00,Branch Office,Manager
IT-01277,Printer showing paper jam error.,Hardware Failures,Critical,2024-09-01 11:00:00,HQ,Employee
IT-01278,Database queries are timing out.,Performance Degradation,Critical,2024-07-20 00:00:00,Remote,IT Staff
IT-01279,The CRM system is freezing frequently.,Software Bugs,Low,2024-11-28 11:00:00,Remote,IT Staff
IT-01280,Database queries are timing out.,Performance Degradation,Low,2024-05-20 01:00:00,Remote,Employee
IT-01281,Printer showing paper jam error.,Hardware Failures,Medium,2024-01-01 08:00:00,Branch Office,IT Staff
IT-01282,Two-factor authentication code not received.,Login/Authentication Issues,Critical,2024-01-30 21:00:00,Remote,Manager
IT-01283,Frequent disconnections in VPN.,Network Issues,Low,2024-06-13 08:00:00,Branch Office,Manager
IT-01284,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-01-11 17:00:00,Remote,Employee
IT-01285,Database queries are timing out.,Performance Degradation,Critical,2024-02-21 07:00:00,Remote,Employee
IT-01286,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-04-12 21:00:00,HQ,IT Staff
IT-01287,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-04-10 11:00:00,HQ,Employee
IT-01288,Access denied error despite correct credentials.,Login/Authentication Issues,Low,2024-06-17 22:00:00,HQ,Employee
IT-01289,Email server configuration mismatch.,Configuration Errors,Medium,2024-07-21 15:00:00,HQ,Manager
IT-01290,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-07-03 17:00:00,HQ,IT Staff
IT-01291,Phishing email reported by multiple employees.,Security Incidents,Medium,2024-08-31 15:00:00,HQ,IT Staff
IT-01292,Laptop screen not turning on.,Hardware Failures,Critical,2024-02-25 01:00:00,Remote,IT Staff
IT-01293,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-06-23 04:00:00,Branch Office,IT Staff
IT-01294,Printer showing paper jam error.,Hardware Failures,Medium,2024-06-21 13:00:00,Branch Office,Manager
IT-01295,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-03-01 13:00:00,HQ,Manager
IT-01296,Incorrect DNS settings causing issues.,Configuration Errors,Critical,2024-01-12 15:00:00,Remote,Employee
IT-01297,Incorrect DNS settings causing issues.,Configuration Errors,Critical,2024-01-06 02:00:00,Branch Office,IT Staff
IT-01298,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-01-02 12:00:00,Remote,Employee
IT-01299,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Critical,2024-02-11 00:00:00,Branch Office,Manager
IT-01300,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-09-26 20:00:00,Branch Office,Employee
IT-01301,Laptop screen not turning on.,Hardware Failures,Low,2024-11-03 22:00:00,Branch Office,Employee
IT-01302,Detected unauthorized login attempt.,Security Incidents,Critical,2024-01-18 05:00:00,Branch Office,Employee
IT-01303,The internet is down in the main office.,Network Issues,Critical,2024-09-19 05:00:00,Branch Office,Employee
IT-01304,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-08-16 20:00:00,Remote,Employee
IT-01305,Error 500 displayed on the portal.,Software Bugs,Critical,2024-04-27 10:00:00,Remote,IT Staff
IT-01306,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-03-06 20:00:00,HQ,Employee
IT-01307,Phishing email reported by multiple employees.,Security Incidents,Medium,2024-09-13 00:00:00,Remote,Manager
IT-01308,Incorrect DNS settings causing issues.,Configuration Errors,Low,2024-08-22 15:00:00,HQ,Manager
IT-01309,The internet is down in the main office.,Network Issues,Low,2024-05-29 19:00:00,Branch Office,Manager
IT-01310,Frequent disconnections in VPN.,Network Issues,Critical,2024-12-12 01:00:00,Branch Office,Employee
IT-01311,Frequent disconnections in VPN.,Network Issues,High,2024-04-01 22:00:00,HQ,Manager
IT-01312,Permission denied error for accessing shared drive.,Data Access Issues,Low,2024-10-04 10:00:00,HQ,Manager
IT-01313,Database queries are timing out.,Performance Degradation,High,2024-01-25 22:00:00,Remote,Manager
IT-01314,Antivirus flagged malware on the server.,Security Incidents,Low,2024-02-11 11:00:00,Remote,Manager
IT-01315,Error 500 displayed on the portal.,Software Bugs,Critical,2024-05-16 09:00:00,Remote,IT Staff
IT-01316,Database queries are timing out.,Performance Degradation,Critical,2024-04-07 12:00:00,Remote,Employee
IT-01317,Printer showing paper jam error.,Hardware Failures,Low,2024-11-10 23:00:00,Branch Office,IT Staff
IT-01318,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-11-18 03:00:00,Branch Office,Manager
IT-01319,Misconfigured firewall blocking traffic.,Configuration Errors,Low,2024-04-10 04:00:00,Branch Office,Employee
IT-01320,Permission denied error for accessing shared drive.,Data Access Issues,Critical,2024-05-05 06:00:00,HQ,Employee
IT-01321,Cannot retrieve records from the database.,Data Access Issues,Medium,2024-07-29 23:00:00,HQ,IT Staff
IT-01322,Detected unauthorized login attempt.,Security Incidents,Critical,2024-07-18 14:00:00,HQ,Manager
IT-01323,The CRM system is freezing frequently.,Software Bugs,Low,2024-09-19 03:00:00,Remote,Employee
IT-01324,Hard drive making unusual noises.,Hardware Failures,Medium,2024-01-20 18:00:00,HQ,Manager
IT-01325,Hard drive making unusual noises.,Hardware Failures,Low,2024-05-17 10:00:00,Remote,IT Staff
IT-01326,Misconfigured firewall blocking traffic.,Configuration Errors,Low,2024-02-02 14:00:00,Branch Office,IT Staff
IT-01327,Email server configuration mismatch.,Configuration Errors,Medium,2024-11-03 13:00:00,HQ,Employee
IT-01328,Laptop screen not turning on.,Hardware Failures,Low,2024-10-26 14:00:00,HQ,Employee
IT-01329,System is running very slow since the last update.,Performance Degradation,Low,2024-10-04 20:00:00,Remote,Manager
IT-01330,Unable to log in to the system after password reset.,Login/Authentication Issues,Critical,2024-12-04 07:00:00,Remote,IT Staff
IT-01331,Website takes over 30 seconds to load.,Performance Degradation,High,2024-03-25 15:00:00,Branch Office,Employee
IT-01332,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-03-22 05:00:00,Branch Office,Employee
IT-01333,Printer showing paper jam error.,Hardware Failures,High,2024-01-04 12:00:00,Branch Office,IT Staff
IT-01334,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-11-08 09:00:00,Remote,Manager
IT-01335,Incorrect DNS settings causing issues.,Configuration Errors,Critical,2024-01-18 03:00:00,Branch Office,Employee
IT-01336,Detected unauthorized login attempt.,Security Incidents,Critical,2024-06-07 01:00:00,HQ,Employee
IT-01337,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-07-27 11:00:00,Remote,Employee
IT-01338,Unable to log in to the system after password reset.,Login/Authentication Issues,Critical,2024-11-03 12:00:00,Branch Office,IT Staff
IT-01339,Hard drive making unusual noises.,Hardware Failures,Low,2024-12-22 07:00:00,Remote,Manager
IT-01340,Hard drive making unusual noises.,Hardware Failures,High,2024-01-11 20:00:00,Branch Office,Employee
IT-01341,Laptop screen not turning on.,Hardware Failures,High,2024-08-01 21:00:00,HQ,IT Staff
IT-01342,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-01-03 18:00:00,Remote,IT Staff
IT-01343,Hard drive making unusual noises.,Hardware Failures,Critical,2024-10-14 16:00:00,HQ,Employee
IT-01344,Printer showing paper jam error.,Hardware Failures,High,2024-10-06 01:00:00,Branch Office,Manager
IT-01345,Permission denied error for accessing shared drive.,Data Access Issues,Low,2024-06-07 15:00:00,Remote,Employee
IT-01346,Email server configuration mismatch.,Configuration Errors,Low,2024-07-19 11:00:00,HQ,IT Staff
IT-01347,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Critical,2024-11-26 20:00:00,Branch Office,Manager
IT-01348,Printer showing paper jam error.,Hardware Failures,High,2024-01-10 08:00:00,HQ,IT Staff
IT-01349,System is running very slow since the last update.,Performance Degradation,High,2024-09-26 22:00:00,HQ,IT Staff
IT-01350,Two-factor authentication code not received.,Login/Authentication Issues,Critical,2024-06-24 02:00:00,Branch Office,Employee
IT-01351,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-03-16 01:00:00,Branch Office,Employee
IT-01352,File not found in the document repository.,Data Access Issues,Low,2024-06-19 06:00:00,Remote,Employee
IT-01353,Printer showing paper jam error.,Hardware Failures,Medium,2024-06-21 03:00:00,Branch Office,Employee
IT-01354,Error 500 displayed on the portal.,Software Bugs,Low,2024-06-24 19:00:00,HQ,Employee
IT-01355,Detected unauthorized login attempt.,Security Incidents,Medium,2024-01-06 14:00:00,Remote,Employee
IT-01356,Frequent disconnections in VPN.,Network Issues,Critical,2024-06-21 23:00:00,Branch Office,IT Staff
IT-01357,File not found in the document repository.,Data Access Issues,Critical,2024-08-21 00:00:00,HQ,IT Staff
IT-01358,Phishing email reported by multiple employees.,Security Incidents,Low,2024-09-03 23:00:00,Branch Office,Employee
IT-01359,Email server configuration mismatch.,Configuration Errors,Critical,2024-12-02 02:00:00,Remote,IT Staff
IT-01360,The CRM system is freezing frequently.,Software Bugs,Medium,2024-12-07 21:00:00,HQ,Manager
IT-01361,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-07-30 09:00:00,HQ,Employee
IT-01362,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-10-01 05:00:00,HQ,Employee
IT-01363,Printer showing paper jam error.,Hardware Failures,Medium,2024-10-06 04:00:00,HQ,Manager
IT-01364,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,High,2024-12-16 03:00:00,Remote,Employee
IT-01365,Detected unauthorized login attempt.,Security Incidents,Critical,2024-04-30 15:00:00,HQ,IT Staff
IT-01366,Printer showing paper jam error.,Hardware Failures,Low,2024-12-18 00:00:00,HQ,IT Staff
IT-01367,Incorrect DNS settings causing issues.,Configuration Errors,High,2024-04-06 09:00:00,Branch Office,IT Staff
IT-01368,Laptop screen not turning on.,Hardware Failures,Medium,2024-05-30 19:00:00,HQ,IT Staff
IT-01369,Incorrect DNS settings causing issues.,Configuration Errors,Low,2024-10-05 06:00:00,HQ,Manager
IT-01370,Incorrect DNS settings causing issues.,Configuration Errors,Low,2024-12-17 18:00:00,Remote,IT Staff
IT-01371,Frequent disconnections in VPN.,Network Issues,Critical,2024-01-02 18:00:00,HQ,Manager
IT-01372,Access denied error despite correct credentials.,Login/Authentication Issues,Medium,2024-06-07 07:00:00,Branch Office,Employee
IT-01373,Access denied error despite correct credentials.,Login/Authentication Issues,Medium,2024-09-13 08:00:00,Branch Office,Employee
IT-01374,Error 500 displayed on the portal.,Software Bugs,Medium,2024-11-03 10:00:00,Branch Office,Employee
IT-01375,File not found in the document repository.,Data Access Issues,Medium,2024-04-10 17:00:00,Branch Office,Manager
IT-01376,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-10-20 22:00:00,HQ,Employee
IT-01377,The internet is down in the main office.,Network Issues,Low,2024-08-14 19:00:00,HQ,Employee
IT-01378,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-10-28 04:00:00,HQ,IT Staff
IT-01379,The CRM system is freezing frequently.,Software Bugs,High,2024-03-24 14:00:00,Branch Office,Manager
IT-01380,File not found in the document repository.,Data Access Issues,High,2024-07-13 04:00:00,Branch Office,IT Staff
IT-01381,Error 500 displayed on the portal.,Software Bugs,Low,2024-07-06 18:00:00,Remote,Employee
IT-01382,Hard drive making unusual noises.,Hardware Failures,Low,2024-12-01 12:00:00,Remote,Manager
IT-01383,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-01-25 11:00:00,HQ,Manager
IT-01384,The CRM system is freezing frequently.,Software Bugs,Medium,2024-05-11 15:00:00,Branch Office,Employee
IT-01385,The internet is down in the main office.,Network Issues,Medium,2024-03-28 03:00:00,HQ,Manager
IT-01386,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-02-15 11:00:00,HQ,IT Staff
IT-01387,Email server configuration mismatch.,Configuration Errors,High,2024-08-06 23:00:00,Remote,Employee
IT-01388,Error 500 displayed on the portal.,Software Bugs,Critical,2024-12-14 12:00:00,Branch Office,Manager
IT-01389,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-06-17 00:00:00,HQ,Employee
IT-01390,Detected unauthorized login attempt.,Security Incidents,Low,2024-08-23 11:00:00,HQ,IT Staff
IT-01391,Website takes over 30 seconds to load.,Performance Degradation,Medium,2024-06-11 06:00:00,Branch Office,Manager
IT-01392,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-02-21 17:00:00,HQ,Manager
IT-01393,Email server configuration mismatch.,Configuration Errors,High,2024-03-21 11:00:00,HQ,Manager
IT-01394,File not found in the document repository.,Data Access Issues,Critical,2024-09-05 15:00:00,HQ,IT Staff
IT-01395,Printer showing paper jam error.,Hardware Failures,Low,2024-06-27 14:00:00,Remote,Employee
IT-01396,Two-factor authentication code not received.,Login/Authentication Issues,High,2024-07-19 07:00:00,HQ,Manager
IT-01397,Website takes over 30 seconds to load.,Performance Degradation,High,2024-06-27 15:00:00,Branch Office,Employee
IT-01398,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-05-22 03:00:00,Branch Office,Employee
IT-01399,Two-factor authentication code not received.,Login/Authentication Issues,High,2024-12-05 04:00:00,Remote,Employee
IT-01400,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-10-13 15:00:00,Branch Office,Manager
IT-01401,Error 500 displayed on the portal.,Software Bugs,Critical,2024-10-05 09:00:00,Remote,IT Staff
IT-01402,Laptop screen not turning on.,Hardware Failures,Medium,2024-02-15 00:00:00,HQ,Manager
IT-01403,Incorrect DNS settings causing issues.,Configuration Errors,Low,2024-02-04 04:00:00,Remote,IT Staff
IT-01404,Detected unauthorized login attempt.,Security Incidents,Low,2024-02-21 08:00:00,Branch Office,Employee
IT-01405,Permission denied error for accessing shared drive.,Data Access Issues,Medium,2024-07-26 18:00:00,Remote,IT Staff
IT-01406,Cannot retrieve records from the database.,Data Access Issues,Medium,2024-01-08 21:00:00,Branch Office,Employee
IT-01407,Email server configuration mismatch.,Configuration Errors,Low,2024-11-29 13:00:00,Remote,IT Staff
IT-01408,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-12-01 00:00:00,HQ,Employee
IT-01409,Incorrect DNS settings causing issues.,Configuration Errors,Critical,2024-06-14 15:00:00,Branch Office,IT Staff
IT-01410,Detected unauthorized login attempt.,Security Incidents,Critical,2024-06-02 11:00:00,HQ,Employee
IT-01411,Error 500 displayed on the portal.,Software Bugs,Low,2024-05-08 14:00:00,HQ,Employee
IT-01412,Email server configuration mismatch.,Configuration Errors,Critical,2024-08-11 06:00:00,Branch Office,IT Staff
IT-01413,Error 500 displayed on the portal.,Software Bugs,Medium,2024-12-25 19:00:00,HQ,Employee
IT-01414,Application crashes when clicking 'Submit'.,Software Bugs,Critical,2024-09-18 11:00:00,Branch Office,IT Staff
IT-01415,Database queries are timing out.,Performance Degradation,Medium,2024-04-26 17:00:00,Remote,Manager
IT-01416,Two-factor authentication code not received.,Login/Authentication Issues,High,2024-12-22 05:00:00,HQ,Employee
IT-01417,Misconfigured firewall blocking traffic.,Configuration Errors,Low,2024-09-26 04:00:00,Branch Office,Employee
IT-01418,Email server configuration mismatch.,Configuration Errors,Low,2024-08-26 08:00:00,HQ,Employee
IT-01419,File not found in the document repository.,Data Access Issues,High,2024-10-20 12:00:00,Remote,IT Staff
IT-01420,The internet is down in the main office.,Network Issues,High,2024-05-07 02:00:00,Remote,Manager
IT-01421,System is running very slow since the last update.,Performance Degradation,Low,2024-05-09 03:00:00,Branch Office,Manager
IT-01422,The internet is down in the main office.,Network Issues,High,2024-01-13 07:00:00,Branch Office,Manager
IT-01423,Error 500 displayed on the portal.,Software Bugs,Medium,2024-06-23 06:00:00,Remote,Employee
IT-01424,Frequent disconnections in VPN.,Network Issues,Critical,2024-07-31 07:00:00,Branch Office,Manager
IT-01425,Two-factor authentication code not received.,Login/Authentication Issues,Medium,2024-03-09 23:00:00,Branch Office,Employee
IT-01426,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-12-28 07:00:00,HQ,Employee
IT-01427,Laptop screen not turning on.,Hardware Failures,Critical,2024-02-01 14:00:00,HQ,Employee
IT-01428,Cannot retrieve records from the database.,Data Access Issues,High,2024-01-20 04:00:00,Remote,Manager
IT-01429,Error 500 displayed on the portal.,Software Bugs,Medium,2024-10-17 06:00:00,Remote,IT Staff
IT-01430,Cannot retrieve records from the database.,Data Access Issues,Medium,2024-05-30 01:00:00,Branch Office,IT Staff
IT-01431,Cannot retrieve records from the database.,Data Access Issues,Medium,2024-07-14 04:00:00,Remote,Manager
IT-01432,Database queries are timing out.,Performance Degradation,Medium,2024-08-10 11:00:00,HQ,IT Staff
IT-01433,Cannot retrieve records from the database.,Data Access Issues,Medium,2024-12-02 01:00:00,HQ,Manager
IT-01434,Laptop screen not turning on.,Hardware Failures,Low,2024-03-26 11:00:00,HQ,IT Staff
IT-01435,Printer showing paper jam error.,Hardware Failures,Medium,2024-10-28 17:00:00,Remote,IT Staff
IT-01436,Incorrect DNS settings causing issues.,Configuration Errors,Medium,2024-06-24 04:00:00,Branch Office,Employee
IT-01437,Unable to log in to the system after password reset.,Login/Authentication Issues,Medium,2024-12-17 10:00:00,Remote,Manager
IT-01438,Email server configuration mismatch.,Configuration Errors,Low,2024-07-02 11:00:00,Branch Office,Manager
IT-01439,System is running very slow since the last update.,Performance Degradation,Critical,2024-09-13 05:00:00,HQ,Manager
IT-01440,Hard drive making unusual noises.,Hardware Failures,Low,2024-07-02 21:00:00,Remote,Employee
IT-01441,Detected unauthorized login attempt.,Security Incidents,High,2024-03-16 23:00:00,Branch Office,Employee
IT-01442,The internet is down in the main office.,Network Issues,High,2024-01-01 22:00:00,HQ,Manager
IT-01443,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Critical,2024-03-24 06:00:00,Branch Office,Employee
IT-01444,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-08-14 09:00:00,Remote,IT Staff
IT-01445,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-07-14 18:00:00,Branch Office,Employee
IT-01446,Error 500 displayed on the portal.,Software Bugs,Critical,2024-06-13 08:00:00,Branch Office,Employee
IT-01447,The CRM system is freezing frequently.,Software Bugs,Critical,2024-02-05 02:00:00,HQ,Manager
IT-01448,Detected unauthorized login attempt.,Security Incidents,Low,2024-04-04 22:00:00,Branch Office,IT Staff
IT-01449,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-04-05 16:00:00,HQ,Employee
IT-01450,The internet is down in the main office.,Network Issues,Medium,2024-06-14 04:00:00,HQ,Employee
IT-01451,Phishing email reported by multiple employees.,Security Incidents,Critical,2024-06-30 19:00:00,HQ,IT Staff
IT-01452,Detected unauthorized login attempt.,Security Incidents,High,2024-10-12 02:00:00,Branch Office,IT Staff
IT-01453,Database queries are timing out.,Performance Degradation,High,2024-11-11 20:00:00,Remote,Manager
IT-01454,Hard drive making unusual noises.,Hardware Failures,Medium,2024-10-10 04:00:00,Branch Office,IT Staff
IT-01455,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-04-23 06:00:00,Remote,Manager
IT-01456,System is running very slow since the last update.,Performance Degradation,High,2024-01-12 03:00:00,HQ,Manager
IT-01457,Laptop screen not turning on.,Hardware Failures,High,2024-04-03 21:00:00,Branch Office,Employee
IT-01458,Antivirus flagged malware on the server.,Security Incidents,High,2024-11-11 06:00:00,HQ,Employee
IT-01459,The CRM system is freezing frequently.,Software Bugs,Low,2024-03-03 16:00:00,HQ,Manager
IT-01460,Phishing email reported by multiple employees.,Security Incidents,Critical,2024-05-11 09:00:00,HQ,IT Staff
IT-01461,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-06-06 00:00:00,Branch Office,IT Staff
IT-01462,Website takes over 30 seconds to load.,Performance Degradation,Medium,2024-11-26 15:00:00,HQ,Employee
IT-01463,Frequent disconnections in VPN.,Network Issues,Medium,2024-07-02 07:00:00,Remote,Employee
IT-01464,Frequent disconnections in VPN.,Network Issues,High,2024-08-31 08:00:00,HQ,IT Staff
IT-01465,Database queries are timing out.,Performance Degradation,Medium,2024-04-27 12:00:00,Remote,Manager
IT-01466,Phishing email reported by multiple employees.,Security Incidents,Critical,2024-07-23 00:00:00,Branch Office,IT Staff
IT-01467,Incorrect DNS settings causing issues.,Configuration Errors,Medium,2024-10-21 17:00:00,HQ,Employee
IT-01468,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-09-02 05:00:00,Branch Office,IT Staff
IT-01469,Database queries are timing out.,Performance Degradation,Critical,2024-09-23 19:00:00,Branch Office,IT Staff
IT-01470,Website takes over 30 seconds to load.,Performance Degradation,High,2024-09-18 23:00:00,Remote,Manager
IT-01471,Access denied error despite correct credentials.,Login/Authentication Issues,Medium,2024-01-26 16:00:00,HQ,IT Staff
IT-01472,Permission denied error for accessing shared drive.,Data Access Issues,Critical,2024-01-24 22:00:00,HQ,Manager
IT-01473,Two-factor authentication code not received.,Login/Authentication Issues,Medium,2024-12-09 13:00:00,Remote,Employee
IT-01474,Laptop screen not turning on.,Hardware Failures,Medium,2024-02-13 08:00:00,Branch Office,IT Staff
IT-01475,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-06-02 16:00:00,HQ,IT Staff
IT-01476,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-05-16 03:00:00,Branch Office,Manager
IT-01477,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-12-26 11:00:00,Remote,Employee
IT-01478,The CRM system is freezing frequently.,Software Bugs,Critical,2024-06-11 21:00:00,HQ,Employee
IT-01479,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-04-25 17:00:00,Remote,Manager
IT-01480,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-10-16 14:00:00,Branch Office,Employee
IT-01481,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-06-01 05:00:00,Remote,IT Staff
IT-01482,File not found in the document repository.,Data Access Issues,Critical,2024-05-30 04:00:00,HQ,Employee
IT-01483,Email server configuration mismatch.,Configuration Errors,Critical,2024-01-21 05:00:00,Remote,Manager
IT-01484,The CRM system is freezing frequently.,Software Bugs,Low,2024-03-12 04:00:00,Branch Office,Manager
IT-01485,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-12-03 01:00:00,Branch Office,Manager
IT-01486,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-05-17 23:00:00,HQ,IT Staff
IT-01487,Misconfigured firewall blocking traffic.,Configuration Errors,Critical,2024-12-06 11:00:00,Branch Office,IT Staff
IT-01488,Phishing email reported by multiple employees.,Security Incidents,Low,2024-01-23 00:00:00,HQ,IT Staff
IT-01489,Printer showing paper jam error.,Hardware Failures,High,2024-10-28 00:00:00,Remote,Employee
IT-01490,Laptop screen not turning on.,Hardware Failures,Medium,2024-07-05 05:00:00,HQ,Employee
IT-01491,Detected unauthorized login attempt.,Security Incidents,Low,2024-01-21 02:00:00,Branch Office,Manager
IT-01492,System is running very slow since the last update.,Performance Degradation,High,2024-10-13 18:00:00,HQ,IT Staff
IT-01493,Email server configuration mismatch.,Configuration Errors,High,2024-09-13 05:00:00,Branch Office,Manager
IT-01494,Permission denied error for accessing shared drive.,Data Access Issues,Low,2024-10-18 10:00:00,HQ,Manager
IT-01495,Phishing email reported by multiple employees.,Security Incidents,Medium,2024-09-24 01:00:00,Branch Office,Employee
IT-01496,Printer showing paper jam error.,Hardware Failures,Low,2024-03-26 03:00:00,Remote,IT Staff
IT-01497,Database queries are timing out.,Performance Degradation,Medium,2024-06-16 21:00:00,Branch Office,Manager
IT-01498,Misconfigured firewall blocking traffic.,Configuration Errors,Critical,2024-06-20 18:00:00,Branch Office,IT Staff
IT-01499,Printer showing paper jam error.,Hardware Failures,High,2024-11-19 16:00:00,Branch Office,Employee
IT-01500,Hard drive making unusual noises.,Hardware Failures,Low,2024-08-02 22:00:00,HQ,IT Staff
IT-01501,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-02-22 16:00:00,Remote,IT Staff
IT-01502,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-01-03 12:00:00,Branch Office,Manager
IT-01503,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-01-07 20:00:00,Remote,Manager
IT-01504,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Medium,2024-06-23 20:00:00,Remote,IT Staff
IT-01505,Error 500 displayed on the portal.,Software Bugs,Critical,2024-11-11 18:00:00,Remote,IT Staff
IT-01506,Error 500 displayed on the portal.,Software Bugs,Medium,2024-08-11 17:00:00,Remote,Employee
IT-01507,Misconfigured firewall blocking traffic.,Configuration Errors,Critical,2024-05-10 11:00:00,Remote,IT Staff
IT-01508,File not found in the document repository.,Data Access Issues,Low,2024-12-23 11:00:00,Branch Office,Employee
IT-01509,Database queries are timing out.,Performance Degradation,High,2024-09-08 07:00:00,HQ,Employee
IT-01510,Two-factor authentication code not received.,Login/Authentication Issues,Medium,2024-02-17 14:00:00,HQ,IT Staff
IT-01511,Permission denied error for accessing shared drive.,Data Access Issues,Low,2024-09-23 12:00:00,HQ,IT Staff
IT-01512,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-04-03 04:00:00,HQ,Employee
IT-01513,Misconfigured firewall blocking traffic.,Configuration Errors,Critical,2024-11-20 18:00:00,Remote,Employee
IT-01514,Antivirus flagged malware on the server.,Security Incidents,Medium,2024-10-22 08:00:00,Branch Office,IT Staff
IT-01515,Frequent disconnections in VPN.,Network Issues,High,2024-03-24 16:00:00,Remote,Manager
IT-01516,Cannot retrieve records from the database.,Data Access Issues,Low,2024-09-11 08:00:00,HQ,Manager
IT-01517,Unable to log in to the system after password reset.,Login/Authentication Issues,Low,2024-10-08 19:00:00,Remote,IT Staff
IT-01518,Application crashes when clicking 'Submit'.,Software Bugs,High,2024-05-30 08:00:00,HQ,IT Staff
